p[-0.030, -0.449, 0.2, 2.1, 2.25, 0]
p[-0.031, -0.453, 0.2, 2.1, 2.25, 0]
p[-0.033, -0.457, 0.2, 2.1, 2.25, 0]
p[-0.034, -0.462, 0.2, 2.1, 2.25, 0]
p[-0.034, -0.474, 0.2, 2.1, 2.25, 0]
p[-0.034, -0.478, 0.2, 2.1, 2.25, 0]
p[-0.031, -0.484, 0.2, 2.1, 2.25, 0]
p[-0.029, -0.489, 0.2, 2.1, 2.25, 0]
p[-0.026, -0.492, 0.2, 2.1, 2.25, 0]
p[-0.022, -0.495, 0.2, 2.1, 2.25, 0]
p[-0.019, -0.498, 0.2, 2.1, 2.25, 0]
p[-0.015, -0.501, 0.2, 2.1, 2.25, 0]
p[-0.010, -0.502, 0.2, 2.1, 2.25, 0]
p[-0.006, -0.504, 0.2, 2.1, 2.25, 0]
p[0.000, -0.505, 0.2, 2.1, 2.25, 0]
p[0.004, -0.505, 0.2, 2.1, 2.25, 0]
p[0.010, -0.504, 0.2, 2.1, 2.25, 0]
p[0.039, -0.483, 0.2, 2.1, 2.25, 0]
p[0.043, -0.480, 0.2, 2.1, 2.25, 0]
p[0.048, -0.478, 0.2, 2.1, 2.25, 0]
p[0.054, -0.475, 0.2, 2.1, 2.25, 0]
p[0.058, -0.474, 0.2, 2.1, 2.25, 0]
p[0.062, -0.472, 0.2, 2.1, 2.25, 0]
p[0.067, -0.471, 0.2, 2.1, 2.25, 0]
p[0.074, -0.470, 0.2, 2.1, 2.25, 0]
p[0.078, -0.470, 0.2, 2.1, 2.25, 0]
p[0.084, -0.471, 0.2, 2.1, 2.25, 0]
p[0.089, -0.472, 0.2, 2.1, 2.25, 0]
p[0.094, -0.473, 0.2, 2.1, 2.25, 0]
p[0.099, -0.474, 0.2, 2.1, 2.25, 0]
p[0.104, -0.477, 0.2, 2.1, 2.25, 0]
p[0.093, -0.505, 0.2, 2.1, 2.25, 0]
p[0.089, -0.506, 0.2, 2.1, 2.25, 0]
p[0.086, -0.509, 0.2, 2.1, 2.25, 0]
p[0.085, -0.513, 0.2, 2.1, 2.25, 0]
p[0.083, -0.519, 0.2, 2.1, 2.25, 0]
p[0.084, -0.526, 0.2, 2.1, 2.25, 0]
p[0.086, -0.530, 0.2, 2.1, 2.25, 0]
p[0.090, -0.534, 0.2, 2.1, 2.25, 0]
p[0.095, -0.534, 0.2, 2.1, 2.25, 0]
p[0.099, -0.531, 0.2, 2.1, 2.25, 0]
p[0.101, -0.527, 0.2, 2.1, 2.25, 0]
p[0.102, -0.516, 0.2, 2.1, 2.25, 0]
p[0.101, -0.512, 0.2, 2.1, 2.25, 0]
p[0.098, -0.508, 0.2, 2.1, 2.25, 0]
p[0.066, -0.514, 0.2, 2.1, 2.25, 0]
p[0.066, -0.513, 0.2, 2.1, 2.25, 0]
p[0.063, -0.509, 0.2, 2.1, 2.25, 0]
p[0.060, -0.506, 0.2, 2.1, 2.25, 0]
p[0.056, -0.506, 0.2, 2.1, 2.25, 0]
p[0.053, -0.507, 0.2, 2.1, 2.25, 0]
p[0.050, -0.511, 0.2, 2.1, 2.25, 0]
p[0.049, -0.515, 0.2, 2.1, 2.25, 0]
p[0.049, -0.524, 0.2, 2.1, 2.25, 0]
p[0.050, -0.529, 0.2, 2.1, 2.25, 0]
p[0.052, -0.533, 0.2, 2.1, 2.25, 0]
p[0.057, -0.536, 0.2, 2.1, 2.25, 0]
p[0.062, -0.534, 0.2, 2.1, 2.25, 0]
p[0.065, -0.530, 0.2, 2.1, 2.25, 0]
p[0.066, -0.526, 0.2, 2.1, 2.25, 0]
p[0.074, -0.546, 0.2, 2.1, 2.25, 0]
p[0.078, -0.546, 0.2, 2.1, 2.25, 0]
p[0.083, -0.547, 0.2, 2.1, 2.25, 0]
p[0.087, -0.550, 0.2, 2.1, 2.25, 0]
p[0.086, -0.554, 0.2, 2.1, 2.25, 0]
p[0.082, -0.555, 0.2, 2.1, 2.25, 0]
p[0.077, -0.556, 0.2, 2.1, 2.25, 0]
